crew_id,stayover_outstation_count,deadhead_count,deadhead_position_count,inconsistent_location_count,insufficient_transfer_count,flight_task_limit,duty_task_limit,flight_time_limit,rest_time_limit,duty_time_limit,cycle_rule_count,total_duty_time_limit,unqualified_crew_count,total_duty_days,total_flight_time
Crew_10793,2,0,0,0,0,0,0,0,0,0,0,0,0,3,17.05
Crew_10794,2,0,0,0,0,0,0,0,0,0,0,0,0,4,17.03333333333333
Crew_10795,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9.216666666666665
Crew_10796,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.45
Crew_10797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10799,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.449999999999999
Crew_10801,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4.183333333333334
Crew_10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10803,2,0,0,0,0,0,0,0,0,0,0,0,0,2,10.583333333333332
Crew_10804,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10805,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.1
Crew_10806,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5.5
Crew_10807,6,0,0,0,0,0,0,0,0,0,0,0,0,3,14.299999999999997
Crew_10808,6,0,0,3,0,0,0,0,0,1,0,0,0,1,3.183333333333333
Crew_10809,6,0,0,0,0,0,0,0,0,0,0,0,0,2,12.333333333333334
Crew_10810,2,0,0,0,0,0,0,0,0,0,0,0,0,2,10.433333333333334
Crew_10811,2,0,0,0,0,0,0,0,0,0,0,0,0,3,11.866666666666667
Crew_10812,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7.45
Crew_10814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.183333333333334
Crew_10816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.416666666666667
Crew_10818,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.166666666666666
Crew_10819,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4.516666666666667
Crew_10820,4,0,0,0,0,0,0,0,0,0,0,0,0,2,7.916666666666668
Crew_10822,6,0,0,0,0,0,0,0,0,0,0,0,0,3,11.283333333333333
Crew_10823,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6.9
Crew_10824,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.066666666666666
Crew_10825,6,0,0,0,0,0,0,0,0,0,0,0,0,3,15.033333333333333
Crew_10826,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10.766666666666666
Crew_10827,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4.75
Crew_10828,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4.133333333333333
Crew_10829,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10.283333333333333
Crew_10830,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9.3
Crew_10831,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.766666666666667
Crew_10832,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7.583333333333333
Crew_10833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10834,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6.683333333333334
Crew_10835,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3.833333333333333
Crew_10836,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7.866666666666666
Crew_10837,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.95
Crew_10838,4,0,0,2,0,0,0,0,0,0,0,0,0,2,10.633333333333333
Crew_10839,6,0,0,0,0,0,0,0,0,0,0,0,0,3,14.899999999999999
Crew_10840,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.666666666666666
Crew_10841,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5.833333333333334
Crew_10842,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3333333333333335
Crew_10843,6,0,0,0,0,0,0,0,0,0,0,0,0,2,6.866666666666666
Crew_10844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.05
Crew_10845,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6
Crew_10846,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11.216666666666667
Crew_10847,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5.616666666666667
Crew_10848,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7.1000000000000005
Crew_10849,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7.15
Crew_10850,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11.716666666666667
Crew_10851,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7.016666666666667
Crew_10852,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11.466666666666665
Crew_10853,6,0,0,0,0,0,0,0,0,0,0,0,0,3,10.683333333333334
Crew_10855,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8.2
Crew_10856,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.55
Crew_10857,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.399999999999999
Crew_10858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10859,4,0,0,0,0,0,0,0,0,0,0,0,0,2,8.65
Crew_10860,6,0,0,0,0,0,0,0,0,0,0,0,0,3,15.766666666666667
Crew_10861,6,0,0,0,0,0,0,0,0,0,0,0,0,3,14.700000000000001
Crew_10862,6,0,0,2,0,0,0,0,0,1,0,0,0,1,2.35
Crew_10863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10864,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.583333333333334
Crew_10865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10866,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6.85
Crew_10867,1,0,0,0,0,0,0,0,0,0,0,0,0,3,14.116666666666667
Crew_10868,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7.033333333333333
Crew_10870,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8.25
Crew_10871,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.85
Crew_10872,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4.333333333333334
Crew_10873,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19.566666666666666
Crew_10887,2,0,0,0,0,0,0,0,0,0,0,0,0,2,10.533333333333333
Crew_10889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10891,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10892,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7.666666666666667
